7,-0.000549,0.95593,0.254593
11,-0.002503,0.954831,0.251907
12,-0.004212,0.952023,0.250198
12,-0.0047,0.952023,0.251175
13,-0.003235,0.952512,0.251907
14,-0.003723,0.956296,0.251663
15,-0.001038,0.969114,0.254593
15,-0.00177,0.974242,0.254593
16,-0.002625,0.970091,0.25618
17,0.000183,0.970335,0.255814
18,-0.000794,0.969358,0.254837
20,-0.001282,0.970335,0.255326
21,-0.000549,0.96887,0.254471
22,-0.000794,0.96887,0.252396
23,-0.006409,0.967161,0.254593
25,-0.003601,0.964475,0.256546
26,-0.000305,0.956662,0.256058
27,-0.003479,0.955197,0.253372
28,-0.005677,0.956418,0.256058
30,-0.003113,0.954953,0.255814
31,-0.002503,0.958616,0.256546
32,-0.004456,0.959104,0.257279
33,-0.004212,0.956418,0.25557
35,-0.002625,0.958005,0.255204
36,-0.003968,0.96301,0.25557
37,-0.006653,0.963499,0.252884
40,-0.005921,0.963255,0.25557
41,-0.004578,0.96472,0.258378
42,-0.0047,0.965208,0.255082
43,-0.002014,0.963743,0.255082
45,0.000549,0.965086,0.255936
46,-0.004212,0.968382,0.253617
48,-0.003968,0.968382,0.252396
50,-0.001282,0.968138,0.254349
51,-0.003235,0.963987,0.253128
52,0.000427,0.962034,0.255082
53,0.000671,0.962522,0.256058
55,-0.002869,0.9624,0.252518
56,-0.006409,0.960813,0.250931
57,-0.003479,0.964475,0.251663
58,-0.001282,0.967161,0.254349
60,-0.002747,0.966551,0.255082
61,-0.004456,0.968382,0.257279
62,-0.002014,0.967405,0.258988
65,-0.002014,0.963743,0.257279
66,-0.002625,0.963743,0.254471
67,-0.001282,0.964964,0.253617
68,-0.004456,0.963499,0.253372
70,-0.002625,0.964353,0.253128
75,-0.001526,0.963499,0.252884
76,-0.00177,0.964842,0.253739
77,-0.004212,0.961423,0.254349
80,-0.005677,0.96301,0.258255
81,-0.005799,0.962766,0.255936
82,-0.001404,0.964231,0.257157
85,-0.001526,0.965452,0.256546
86,-0.001526,0.967649,0.256302
87,-0.002991,0.964353,0.257035
91,-0.005188,0.964475,0.256058
92,-0.003723,0.963377,0.253128
93,-0.004212,0.962034,0.255082
95,-0.002747,0.961668,0.254959
96,-0.004944,0.963255,0.255814
97,-0.004944,0.963499,0.255326
98,-0.003235,0.960325,0.253617
102,-0.002136,0.961057,0.253128
103,-0.005188,0.960813,0.251419
105,-0.001404,0.960569,0.252152
106,-0.002503,0.966184,0.253128
107,-0.004456,0.966184,0.250931
108,-0.004456,0.963499,0.253128
110,-0.002991,0.964109,0.253983
112,-0.002503,0.964231,0.251175
113,-0.003968,0.961057,0.250687
115,-0.000794,0.962278,0.252274
116,-0.005188,0.959592,0.252152
117,-0.002991,0.960325,0.255082
118,-0.001526,0.962278,0.254105
120,-0.002136,0.964842,0.252884
122,-0.005188,0.966917,0.251663
123,-0.002503,0.968382,0.254593
125,-0.003235,0.968016,0.254837
126,-0.004456,0.966673,0.254593
127,-0.00177,0.965208,0.253372
128,-0.00177,0.965208,0.254105
130,-0.004822,0.963377,0.253617
131,-0.002747,0.963743,0.252152
132,-0.000061,0.963499,0.25557
133,-0.001282,0.962522,0.256058
135,-0.003968,0.962644,0.256791
136,-0.005188,0.960569,0.255326
137,-0.005921,0.954709,0.254105
138,-0.005677,0.953977,0.25557
140,-0.002503,0.958738,0.254715
141,-0.00177,0.96179,0.251907
142,-0.003723,0.964231,0.252396
143,-0.002991,0.964475,0.254593
145,-0.000671,0.96533,0.255814
146,-0.001282,0.963743,0.256546
147,-0.002014,0.964475,0.255082
148,-0.000549,0.964475,0.256058
152,-0.00177,0.967039,0.256791
153,-0.002136,0.966429,0.257767
155,-0.002258,0.963255,0.256668
156,-0.003235,0.964475,0.253372
157,-0.002747,0.964475,0.254349
158,-0.001526,0.963743,0.257767
160,-0.00177,0.96472,0.254715
161,-0.003968,0.962278,0.254105
162,-0.002258,0.960813,0.254349
163,-0.000061,0.95886,0.252396
165,-0.002503,0.961179,0.252518
166,-0.000794,0.961301,0.252152
167,-0.001526,0.962522,0.253128
168,-0.003723,0.964231,0.25264
170,-0.003479,0.966307,0.252274
171,-0.002258,0.966429,0.252152
172,-0.000794,0.965696,0.252152
173,-0.001038,0.96301,0.25264
175,-0.002869,0.964109,0.251785
176,-0.00177,0.962034,0.253372
177,-0.002991,0.963255,0.250931
178,-0.000794,0.96594,0.251175
183,-0.002258,0.967283,0.251297
185,-0.003601,0.963987,0.255448
186,-0.003968,0.961912,0.254715
187,-0.004944,0.963499,0.253617
190,-0.003968,0.96301,0.25264
193,-0.004456,0.9624,0.252884
195,-0.002503,0.965452,0.254349
196,-0.004456,0.962766,0.254837
197,-0.003479,0.961301,0.2585
198,-0.001526,0.960569,0.256058
201,-0.001892,0.959958,0.256058
202,-0.002014,0.960813,0.257767
203,-0.00238,0.961301,0.257157
205,-0.003601,0.958616,0.253372
206,-0.002503,0.957883,0.254349
207,-0.003968,0.96301,0.253617
208,-0.002991,0.96472,0.256058
210,-0.000183,0.960325,0.255204
211,-0.002014,0.960569,0.255082
212,-0.003235,0.963987,0.255326
216,-0.002747,0.966673,0.254837
220,-0.001404,0.966307,0.253617
222,-0.004456,0.964475,0.253617
227,-0.003479,0.964231,0.254349
228,-0.002991,0.963987,0.253495
230,-0.003723,0.962156,0.25264
231,-0.004212,0.963255,0.254837
232,-0.004456,0.96179,0.254349
233,-0.002258,0.960569,0.252396
237,-0.002014,0.960569,0.252396
241,-0.002258,0.963133,0.254349
242,-0.001404,0.96472,0.255326
243,-0.001526,0.964842,0.255692
