7,-0.02643,0.433925,-0.884148
10,-0.023256,0.434414,-0.880242
11,-0.022035,0.43539,-0.879265
11,-0.025209,0.43539,-0.88366
12,-0.025697,0.437832,-0.886834
13,-0.024232,0.437344,-0.884148
13,-0.023744,0.440029,-0.888055
14,-0.02057,0.441494,-0.884881
14,-0.020082,0.442715,-0.886834
16,-0.021791,0.44418,-0.887566
17,-0.021181,0.444912,-0.886834
18,-0.02057,0.443203,-0.886101
19,-0.019593,0.441494,-0.884392
21,-0.015931,0.442227,-0.88366
22,-0.01764,0.438076,-0.882805
23,-0.018617,0.43832,-0.882927
24,-0.022035,0.437588,-0.883172
26,-0.02057,0.435634,-0.882195
27,-0.018495,0.433315,-0.882927
28,-0.021058,0.430996,-0.881463
29,-0.020326,0.43124,-0.880486
31,-0.019838,0.43124,-0.880242
32,-0.018617,0.431728,-0.879387
33,-0.018617,0.430751,-0.880242
34,-0.021303,0.431484,-0.879998
36,-0.022523,0.431728,-0.880486
37,-0.018129,0.432338,-0.882561
38,-0.016419,0.434658,-0.882439
39,-0.016908,0.434658,-0.882439
41,-0.016664,0.436123,-0.883416
42,-0.0141,0.436123,-0.885369
43,-0.011048,0.434902,-0.884637
44,-0.012269,0.432705,-0.884637
46,-0.015199,0.433437,-0.883172
47,-0.015565,0.43539,-0.882805
48,-0.012513,0.437344,-0.882683
49,-0.012513,0.435634,-0.881951
51,-0.011292,0.433193,-0.883172
52,-0.013368,0.43417,-0.882683
53,-0.015443,0.436855,-0.882439
54,-0.015687,0.436611,-0.879265
56,-0.016419,0.436611,-0.878533
57,-0.016664,0.437344,-0.882805
58,-0.012025,0.437344,-0.882927
59,-0.012269,0.440518,-0.880486
61,-0.012757,0.442471,-0.88073
62,-0.01471,0.439907,-0.88134
63,-0.013978,0.439297,-0.881218
64,-0.013001,0.440762,-0.882439
66,-0.01349,0.439785,-0.881951
67,-0.016175,0.440029,-0.879387
68,-0.018129,0.440518,-0.880242
69,-0.015931,0.438809,-0.881951
71,-0.014955,0.439541,-0.882439
72,-0.014222,0.438809,-0.883294
73,-0.015931,0.436611,-0.884148
74,-0.01764,0.436123,-0.881463
76,-0.016908,0.43539,-0.881951
77,-0.016664,0.439297,-0.883172
78,-0.017396,0.439053,-0.88366
79,-0.015931,0.438564,-0.886101
81,-0.016175,0.439053,-0.885613
82,-0.013734,0.440273,-0.885003
83,-0.017152,0.440273,-0.886346
84,-0.018861,0.442471,-0.890496
86,-0.020326,0.441983,-0.890008
87,-0.018129,0.439907,-0.885613
88,-0.017884,0.436855,-0.887566
89,-0.018373,0.435879,-0.887078
91,-0.018617,0.438076,-0.885369
92,-0.018739,0.436367,-0.88366
93,-0.018861,0.43832,-0.879753
94,-0.019105,0.439053,-0.879753
97,-0.020082,0.439297,-0.876824
98,-0.020936,0.441372,-0.877068
99,-0.021669,0.437588,-0.876091
101,-0.020814,0.43832,-0.87487
102,-0.022401,0.442349,-0.877556
107,-0.02057,0.444424,-0.876335
108,-0.021425,0.442471,-0.878044
109,-0.020082,0.442227,-0.879021
111,-0.018861,0.44418,-0.880974
112,-0.020204,0.443692,-0.882317
113,-0.020326,0.443203,-0.88073
114,-0.018617,0.442715,-0.881463
116,-0.018373,0.443447,-0.881707
117,-0.018983,0.443081,-0.880364
118,-0.015687,0.44125,-0.880486
119,-0.014466,0.441006,-0.878533
121,-0.018617,0.440518,-0.878044
122,-0.018251,0.440395,-0.879875
123,-0.014955,0.439297,-0.879265
124,-0.014466,0.441006,-0.878044
126,-0.015687,0.440518,-0.877312
127,-0.016908,0.437954,-0.87487
128,-0.015931,0.439053,-0.873649
129,-0.019349,0.439297,-0.87194
131,-0.019349,0.436855,-0.872673
132,-0.01703,0.438198,-0.873772
133,-0.018861,0.439785,-0.869255
134,-0.016664,0.441494,-0.868278
136,-0.01471,0.442959,-0.872185
137,-0.015565,0.439541,-0.87426
138,-0.013734,0.441983,-0.872917
140,-0.013245,0.442471,-0.874382
141,-0.010804,0.441006,-0.874382
142,-0.013978,0.437222,-0.874138
143,-0.01471,0.437832,-0.876091
144,-0.014955,0.438076,-0.876579
146,-0.014466,0.438076,-0.876579
147,-0.017396,0.437344,-0.879387
148,-0.016908,0.438076,-0.876335
149,-0.015931,0.436367,-0.875114
151,-0.014955,0.435879,-0.878044
152,-0.017152,0.436855,-0.878533
153,-0.016908,0.439785,-0.879021
154,-0.016419,0.440518,-0.878533
156,-0.017152,0.439785,-0.878533
157,-0.018129,0.440151,-0.879998
158,-0.018129,0.441738,-0.881463
159,-0.017884,0.441494,-0.879753
161,-0.015687,0.441738,-0.876824
162,-0.015931,0.44357,-0.873649
163,-0.01764,0.445157,-0.874138
164,-0.019838,0.444912,-0.875603
166,-0.019593,0.443203,-0.8778
167,-0.012147,0.444302,-0.874992
168,-0.015199,0.443692,-0.874626
169,-0.016419,0.44418,-0.875359
171,-0.01471,0.446866,-0.876824
172,-0.015199,0.441983,-0.879509
173,-0.015931,0.441738,-0.879753
174,-0.018129,0.443203,-0.878533
176,-0.016419,0.443447,-0.878044
177,-0.018129,0.441006,-0.882561
178,-0.019838,0.441983,-0.883904
179,-0.01764,0.439541,-0.88366
181,-0.016419,0.438564,-0.883904
182,-0.015443,0.440029,-0.881829
183,-0.016175,0.440518,-0.883416
184,-0.016175,0.44125,-0.884148
186,-0.01764,0.441738,-0.884637
187,-0.018739,0.44125,-0.885247
188,-0.019593,0.439541,-0.883172
189,-0.01764,0.439297,-0.882439
191,-0.015931,0.439785,-0.882439
192,-0.016908,0.439663,-0.883172
193,-0.018373,0.440762,-0.882195
194,-0.01764,0.442227,-0.886101
196,-0.016664,0.441006,-0.884637
197,-0.016908,0.440273,-0.883416
198,-0.015199,0.441494,-0.885613
199,-0.015199,0.439541,-0.886101
201,-0.015199,0.435879,-0.885613
202,-0.01703,0.438198,-0.885979
203,-0.016175,0.436611,-0.885125
204,-0.016419,0.434902,-0.886346
206,-0.01764,0.435146,-0.886346
207,-0.016053,0.433559,-0.88659
208,-0.016175,0.43246,-0.885857
209,-0.015443,0.431972,-0.886101
211,-0.015199,0.432949,-0.888543
214,-0.015931,0.433559,-0.886956
216,-0.016908,0.435024,-0.886468
217,-0.014832,0.434902,-0.886834
218,-0.014222,0.435634,-0.887078
219,-0.014955,0.435879,-0.886346
221,-0.016908,0.436367,-0.885857
222,-0.015565,0.436123,-0.885491
223,-0.021791,0.43417,-0.887322
224,-0.019838,0.434414,-0.887566
226,-0.017152,0.434902,-0.889275
227,-0.014588,0.433925,-0.891961
228,-0.014222,0.431972,-0.888299
229,-0.016175,0.430996,-0.887566
231,-0.015443,0.431728,-0.887811
232,-0.015443,0.433681,-0.888055
233,-0.017884,0.432705,-0.890252
234,-0.02057,0.429775,-0.889764
236,-0.019838,0.429531,-0.889275
237,-0.019105,0.428554,-0.888299
238,-0.021058,0.42831,-0.885125
239,-0.02057,0.427089,-0.88952
241,-0.023012,0.427822,-0.89074
242,-0.023988,0.426234,-0.890496
243,-0.025453,0.424892,-0.893426
244,-0.025209,0.425624,-0.891961
246,-0.024477,0.424647,-0.89074
247,-0.026918,0.425868,-0.892327
248,-0.026918,0.427577,-0.890252
251,-0.025209,0.426845,-0.888787
252,-0.025942,0.426357,-0.887078
253,-0.025697,0.428066,-0.889031
254,-0.02643,0.427822,-0.888543
256,-0.025453,0.427333,-0.887811
257,-0.025331,0.429897,-0.888421
258,-0.027406,0.430996,-0.888543
259,-0.028871,0.430996,-0.888543
261,-0.025942,0.430751,-0.887078
262,-0.029848,0.430629,-0.885735
263,-0.028383,0.431728,-0.884148
264,-0.026186,0.430507,-0.885613
266,-0.024477,0.429775,-0.885125
267,-0.026064,0.430629,-0.885491
268,-0.028139,0.43124,-0.884148
269,-0.027895,0.430507,-0.883172
271,-0.025942,0.431484,-0.88366
